condition,phase,method,target_name,target_surface,target_token_id,target_tier,ant_L7,spider_L7,ant_L22,spider_L22,p_six,p_eight,p_four,log_p_six_minus_log_p_eight,output_kl_from_clean,top_token,top_token_id,causal_flip,strong_reproduction,semantic_coherence,all_coordinate_signs_valid,total_residual_delta_norm,total_normalized_residual_delta_norm,L7_P16_delta_norm,L22_P16_delta_norm,L22_P21_delta_norm,L7_P16_sae_cosine,L22_P16_sae_cosine,L22_P21_sae_cosine
primary_grid_ant_a0.03125_s0.03125,primary_grid,additive,ant, ant,2314,ant,0.03125,0.03125,0.03125,0.03125,6.825560916468021e-08,0.9999938011169434,8.315235504596785e-07,-16.500000021793042,3.67931388609577e-05, Eight,38923,False,False,True,True,2729.208348233028,0.08123009284116178,546.434814453125,2225.05810546875,1482.9375,0.00866711512207985,0.03168511763215065,0.08816034346818924
primary_grid_ant_a0.03125_s0.0625,primary_grid,additive,ant, ant,2314,ant,0.03125,0.0625,0.03125,0.0625,3.0585204058297677e-07,0.9998356103897095,0.00015843527216929942,-14.999999976314019,0.00024468873743899167, Eight,38923,False,False,True,True,4645.04816518865,0.13077837575151804,826.0387573242188,3479.582763671875,2964.22607421875,0.007103448733687401,0.026942053809762,0.08806558698415756
primary_grid_ant_a0.03125_s0.125,primary_grid,additive,ant, ant,2314,ant,0.03125,0.125,0.03125,0.125,3.9219563063852547e-07,0.9984960556030273,0.0015011780196800828,-14.749999987435986,0.005276825278997421, Eight,38923,False,False,True,True,8758.648098526404,0.23599374078411856,1400.5089111328125,6292.033203125,5929.82373046875,0.0058075012639164925,0.022261420264840126,0.09095966070890427
primary_grid_ant_a0.03125_s0.25,primary_grid,additive,ant, ant,2314,ant,0.03125,0.25,0.03125,0.25,4.644794898922555e-06,0.9706751704216003,0.029311850666999817,-12.249999944275178,0.19016169011592865, Eight,38923,False,False,False,True,17159.6287915033,0.450712208414057,2561.93359375,12138.2294921875,11855.494140625,0.004892531782388687,0.019092638045549393,0.08831314742565155
primary_grid_ant_a0.03125_s0.5,primary_grid,additive,ant, ant,2314,ant,0.03125,0.5,0.03125,0.5,3.1135354220168665e-05,0.8805869817733765,0.11917448788881302,-10.250000023662599,0.9482803344726562, Eight,38923,False,False,False,True,34062.776679295144,0.8828609900305683,4894.26416015625,23952.8359375,23718.78125,0.004323468543589115,0.017394237220287323,0.08825565129518509
primary_grid_ant_a0.03125_s1,primary_grid,additive,ant, ant,2314,ant,0.03125,1.0,0.03125,1.0,2.266197043354623e-05,0.49916312098503113,0.49916312098503113,-10.00000000878992,4.822576999664307, Eight,38923,False,False,False,True,67913.12162372208,1.74842499614761,9563.5478515625,47626.46484375,47459.98828125,0.0040657417848706245,0.016542192548513412,0.08819489181041718
primary_grid_ant_a0.0625_s0,primary_grid,additive,ant, ant,2314,ant,0.0625,0.0,0.0625,0.0,2.3823523065402696e-07,0.9999927282333374,2.9022994567640126e-06,-15.25000001549948,2.8801736334571615e-05, Eight,38923,False,False,True,True,3022.4213791831858,0.08840196743489533,583.95703125,2965.47216796875,0.0,0.01260683685541153,0.0325159952044487,0.0
primary_grid_ant_a0.0625_s0.03125,primary_grid,additive,ant, ant,2314,ant,0.0625,0.03125,0.0625,0.03125,1.186109610529229e-08,0.9999979734420776,8.31527017908229e-07,-18.250000000742304,1.662925751588773e-05, Eight,38923,False,False,True,True,3870.3692223183252,0.11904215660617892,826.03857421875,3478.091796875,1483.33935546875,0.010230325162410736,0.034311648458242416,0.0884554535150528
primary_grid_ant_a0.0625_s0.0625,primary_grid,additive,ant, ant,2314,ant,0.0625,0.0625,0.0625,0.0625,3.0587148103222717e-07,0.99989914894104,9.610196138964966e-05,-14.999999963699256,0.00011042829282814637, Eight,38923,False,False,True,True,5456.869645596212,0.16241632352466026,1092.58935546875,4450.015625,2963.28125,0.008732648566365242,0.03186635300517082,0.0883357971906662
primary_grid_ant_a0.0625_s0.125,primary_grid,additive,ant, ant,2314,ant,0.0625,0.125,0.0625,0.125,1.365371758765832e-06,0.9959244728088379,0.004070115741342306,-13.499999960877851,0.018340155482292175, Eight,38923,False,False,True,True,9289.779898451106,0.261550024276371,1652.0526123046875,6958.06005859375,5929.2607421875,0.007156115025281906,0.02700529806315899,0.08827269822359085
primary_grid_ant_a0.0625_s0.25,primary_grid,additive,ant, ant,2314,ant,0.0625,0.25,0.0625,0.25,6.002950613037683e-06,0.9770089983940125,0.02297705039381981,-12.00000002402279,0.1434183418750763, Eight,38923,False,False,False,True,17511.369575103112,0.47186090936391684,2800.576904296875,12580.4462890625,11854.8388671875,0.005785892717540264,0.020457498729228973,0.08827335387468338
primary_grid_ant_a0.0625_s0.5,primary_grid,additive,ant, ant,2314,ant,0.0625,0.5,0.0625,0.5,4.193921995465644e-05,0.9237728118896484,0.07582788914442062,-10.00000001959089,0.5702999830245972, Eight,38923,False,False,False,True,34326.57684388202,0.9015318041207613,5123.60400390625,24277.75390625,23720.3125,0.0048088873736560345,0.019133305177092552,0.08830835670232773
primary_grid_ant_a0.0625_s1,primary_grid,additive,ant, ant,2314,ant,0.0625,1.0,0.0625,1.0,1.8669376004254445e-05,0.6779877543449402,0.3202587366104126,-10.49999997070142,2.9215662479400635, Eight,38923,False,False,False,True,68118.71981618946,1.7656146957966168,9788.6904296875,47875.44140625,47458.23046875,0.004340379498898983,0.017396148294210434,0.08822553604841232
primary_grid_ant_a0.125_s0,primary_grid,additive,ant, ant,2314,ant,0.125,0.0,0.125,0.0,6.825573706237265e-08,0.9999955892562866,3.9278461372305173e-07,-16.49999993613876,3.116243169642985e-05, Eight,38923,False,False,True,True,6044.331786218451,0.17678542699376582,1167.766357421875,5930.45263671875,0.0,0.012470558285713196,0.03260652348399162,0.0
primary_grid_ant_a0.125_s0.03125,primary_grid,additive,ant, ant,2314,ant,0.125,0.03125,0.125,0.03125,1.955522677121735e-08,0.9999767541885376,2.1444910089485347e-05,-17.749999986139642,1.8930468286271207e-06, Eight,38923,False,False,True,True,6614.515011972305,0.20257994973979165,1400.3719482421875,6292.158203125,1483.0753173828125,0.01117953471839428,0.03434687852859497,0.08839186280965805
primary_grid_ant_a0.125_s0.0625,primary_grid,additive,ant, ant,2314,ant,0.125,0.0625,0.125,0.0625,1.7511462147012935e-06,0.9947736859321594,0.005220093298703432,-13.24999998558623,0.024820035323500633, Eight,38923,False,False,True,True,7744.765029158507,0.2381346278491029,1651.9739990234375,6960.80224609375,2966.411865234375,0.010197307914495468,0.030781859531998634,0.0882822796702385
primary_grid_ant_a0.125_s0.125,primary_grid,additive,ant, ant,2314,ant,0.125,0.125,0.125,0.125,2.887148411900853e-06,0.9947723746299744,0.0052200863137841225,-12.749999914430909,0.02482522279024124, Eight,38923,False,False,True,True,10917.50445772817,0.32490173213721174,2185.352294921875,8902.4189453125,5929.84619140625,0.008694032207131386,0.03194107115268707,0.0882655531167984
primary_grid_ant_a0.125_s0.25,primary_grid,additive,ant, ant,2314,ant,0.125,0.25,0.125,0.25,9.947526450559963e-06,0.9819777607917786,0.017985550686717033,-11.500000017897369,0.10801886767148972, Eight,38923,False,False,False,True,18577.0136544668,0.5230710804252373,3304.2666015625,13916.443359375,11854.107421875,0.0071103558875620365,0.027017734944820404,0.08829204738140106
primary_grid_ant_a0.125_s0.5,primary_grid,additive,ant, ant,2314,ant,0.125,0.5,0.125,0.5,3.710110831889324e-05,0.8172063231468201,0.18234337866306305,-10.000000036479527,1.536285400390625, Eight,38923,False,False,False,True,35034.55610536679,0.9439032809313036,5600.94775390625,25168.51953125,23719.087890625,0.0057107084430754185,0.022247718647122383,0.08826861530542374
primary_grid_ant_a0.125_s1,primary_grid,additive,ant, ant,2314,ant,0.125,1.0,0.125,1.0,4.643247666535899e-05,0.6203251481056213,0.37624621391296387,-9.49999990945358,3.529273509979248, Eight,38923,False,False,False,True,68677.95425865261,1.8034601190142352,10246.8369140625,48570.83984375,47460.90234375,0.004848047625273466,0.01867411658167839,0.08857515454292297
primary_grid_ant_a0.25_s0,primary_grid,additive,ant, ant,2314,ant,0.25,0.0,0.25,0.0,1.8553787128894328e-07,0.999993085861206,4.785084456671029e-06,-15.499999903681733,1.011346739687724e-05, Eight,38923,False,False,True,True,12091.79970227979,0.35361744837820364,2335.51806640625,11864.1044921875,0.0,0.012456383556127548,0.032444048672914505,0.0
primary_grid_ant_a0.25_s0.03125,primary_grid,additive,ant, ant,2314,ant,0.25,0.03125,0.25,0.03125,1.521915748980973e-08,0.9992892742156982,0.0007096696645021439,-17.99999986304129,0.0019687265157699585, Eight,38923,False,False,True,True,12492.678373204884,0.3763439604076496,2561.9267578125,12137.00390625,1482.1202392578125,0.01182157825678587,0.03360006585717201,0.08782391250133514
primary_grid_ant_a0.25_s0.0625,primary_grid,additive,ant, ant,2314,ant,0.25,0.0625,0.25,0.0625,9.947615581040736e-06,0.9819866418838501,0.017985712736845016,-11.500000101918662,0.10794636607170105, Eight,38923,False,False,False,True,13233.015838107482,0.4051853996347362,2800.31884765625,12588.9814453125,2964.53515625,0.011191843077540398,0.03422895818948746,0.08823952078819275
primary_grid_ant_a0.25_s0.125,primary_grid,additive,ant, ant,2314,ant,0.25,0.125,0.25,0.125,1.0062033652502578e-05,0.9932814836502075,0.006692678201943636,-11.500000074205753,0.03361489996314049, Eight,38923,False,False,True,True,15481.279493499687,0.47614023758619317,3303.820068359375,13913.361328125,5930.69677734375,0.010154054500162601,0.034188512712717056,0.09093578904867172
primary_grid_ant_a0.25_s0.25,primary_grid,additive,ant, ant,2314,ant,0.25,0.25,0.25,0.25,2.1141897377674468e-05,0.9858472943305969,0.014062355272471905,-10.750000018307242,0.08157023787498474, Eight,38923,False,False,False,True,21826.650704598054,0.6496878713330677,4370.8291015625,17796.45703125,11856.83984375,0.008621674962341785,0.03196530044078827,0.0882750004529953
primary_grid_ant_a0.25_s0.5,primary_grid,additive,ant, ant,2314,ant,0.25,0.5,0.25,0.5,3.112001286353916e-05,0.8801530003547668,0.11911575496196747,-10.249999922718391,0.9545707702636719, Eight,38923,False,False,False,True,37165.16066525637,1.046200766912448,6606.8486328125,27842.029296875,23715.3984375,0.0070212241262197495,0.027019020169973373,0.08829936385154724
primary_grid_ant_a0.25_s1,primary_grid,additive,ant, ant,2314,ant,0.25,1.0,0.25,1.0,3.620857387431897e-05,0.6211301684379578,0.37673449516296387,-9.750000011816805,3.5131611824035645, Eight,38923,False,False,False,True,70079.22222183652,1.8880838549773404,11203.5869140625,50329.26171875,47460.95703125,0.005700725130736828,0.022279221564531326,0.08819447457790375
primary_grid_ant_a0.5_s0,primary_grid,additive,ant, ant,2314,ant,0.5,0.0,0.5,0.0,3.0590092592319706e-07,0.9999954700469971,2.902307414842653e-06,-15.000000028948893,1.231839087267872e-05, Eight,38923,False,False,True,True,24182.15243893803,0.7071594649401718,4670.30126953125,23726.87890625,0.0,0.012389013543725014,0.03142616152763367,0.0
primary_grid_ant_a0.5_s0.03125,primary_grid,additive,ant, ant,2314,ant,0.5,0.03125,0.5,0.03125,5.307799000320301e-08,0.9984976053237915,0.0015011803479865193,-16.74999997110629,0.005274113267660141, Eight,38923,False,False,True,True,24492.36473393947,0.7282827619235633,4894.4833984375,23952.474609375,1482.87646484375,0.012073525227606297,0.03308127075433731,0.08846483379602432
primary_grid_ant_a0.5_s0.0625,primary_grid,additive,ant, ant,2314,ant,0.5,0.0625,0.5,0.0625,3.4542172215878963e-05,0.976940393447876,0.022975435480475426,-10.249999958782388,0.14398163557052612, Eight,38923,False,False,False,True,24999.549173208317,0.7529152333291432,5124.09228515625,24288.412109375,2965.497314453125,0.01175818033516407,0.03362559527158737,0.08840838074684143
primary_grid_ant_a0.5_s0.125,primary_grid,additive,ant, ant,2314,ant,0.5,0.125,0.5,0.125,4.4756525312550366e-05,0.9858280420303345,0.014062081463634968,-9.999999967681019,0.08164779841899872, Eight,38923,False,False,False,True,26465.18279463253,0.8103665779236672,5600.744140625,25177.318359375,5927.91748046875,0.011125858873128891,0.033312782645225525,0.08832596987485886
primary_grid_ant_a0.5_s0.25,primary_grid,additive,ant, ant,2314,ant,0.5,0.25,0.5,0.25,4.4755277485819533e-05,0.985800564289093,0.014061689376831055,-9.999999975259303,0.08195038139820099, Eight,38923,False,False,False,True,30969.060270149123,0.9522990087635901,6606.65283203125,27835.765625,11857.697265625,0.01011161133646965,0.034227095544338226,0.0896105021238327
primary_grid_ant_a0.5_s0.5,primary_grid,additive,ant, ant,2314,ant,0.5,0.5,0.5,0.5,6.584773655049503e-05,0.8797077536582947,0.11905549466609955,-9.499999978392983,0.9610128998756409, Eight,38923,False,False,False,True,43665.82098395639,1.2994743103440523,8740.46484375,35605.11328125,23718.85546875,0.008595110848546028,0.0319562591612339,0.08831194788217545
primary_grid_ant_a0.5_s1,primary_grid,additive,ant, ant,2314,ant,0.5,1.0,0.5,1.0,2.5766952603589743e-05,0.7287548780441284,0.2680939733982086,-10.249999946310915,2.4154012203216553, Eight,38923,False,False,False,True,74333.90848595757,2.092723899136399,13217.5185546875,55660.42578125,47463.08203125,0.007079527713358402,0.02707100100815296,0.08824273943901062
primary_grid_ant_a1_s0,primary_grid,additive,ant, ant,2314,ant,1.0,0.0,1.0,0.0,6.475921736637247e-07,0.999995231628418,2.260318751723389e-06,-14.249999931972406,1.529769906483125e-05, Eight,38923,False,False,True,True,48355.601587784375,1.4142186884023338,9341.04296875,47444.80078125,0.0,0.012392930686473846,0.03248289227485657,0.0
primary_grid_ant_a1_s0.03125,primary_grid,additive,ant, ant,2314,ant,1.0,0.03125,1.0,0.03125,6.808712527117677e-08,0.9975253939628601,0.0024726183619350195,-16.500000024952584,0.009912298992276192, Eight,38923,False,False,True,True,48617.28683951545,1.434509869054087,9564.5419921875,47644.078125,1483.89208984375,0.012224969454109669,0.032794419676065445,0.08810749650001526
primary_grid_ant_a1_s0.0625,primary_grid,additive,ant, ant,2314,ant,1.0,0.0625,1.0,0.0625,5.789799979538657e-05,0.9931955337524414,0.006692098919302225,-9.74999999764608,0.034298039972782135, Eight,38923,False,False,True,True,48975.18536573739,1.4564699960007947,9789.603515625,47895.15625,2964.195068359375,0.012085013091564178,0.033122338354587555,0.08833567798137665
primary_grid_ant_a1_s0.125,primary_grid,additive,ant, ant,2314,ant,1.0,0.125,1.0,0.125,7.420018664561212e-05,0.9912942051887512,0.008576375432312489,-9.499999980725649,0.045957088470458984, Eight,38923,False,False,True,True,49982.481819969995,1.505619742231044,10248.64453125,48559.75,5929.96240234375,0.01175549253821373,0.033132754266262054,0.08832304179668427
primary_grid_ant_a1_s0.25,primary_grid,additive,ant, ant,2314,ant,1.0,0.25,1.0,0.25,0.00015554603305645287,0.9816024899482727,0.01797867752611637,-8.749999988670051,0.1117151752114296, Eight,38923,False,False,False,True,52919.21307884062,1.6205781223219375,11201.578125,50342.640625,11856.9091796875,0.011132065206766129,0.03376413881778717,0.0883454754948616
primary_grid_ant_a1_s0.5,primary_grid,additive,ant, ant,2314,ant,1.0,0.5,1.0,0.5,0.00022949436970520765,0.8784186244010925,0.11888103187084198,-8.250000055830288,0.9803390502929688, Eight,38923,False,False,False,True,61917.976980631865,1.9044467900160353,13215.13671875,55646.80078125,23719.814453125,0.01012919470667839,0.033855654299259186,0.0889376848936081
primary_grid_ant_a1_s1,primary_grid,additive,ant, ant,2314,ant,1.0,1.0,1.0,1.0,6.1021401052130386e-05,0.8152291774749756,0.1819022297859192,-9.49999991248507,1.568691611289978, Eight,38923,False,False,False,True,87302.28192455001,2.5987807253961654,17484.58203125,71158.0234375,47460.65234375,0.008682169020175934,0.03193216025829315,0.08825390785932541
primary_grid_overdrive_ant_ant_a1.5_s0,primary_grid_overdrive_ant,additive,ant, ant,2314,ant,1.5,0.0,1.5,0.0,1.0676967576728202e-06,0.9999932050704956,2.260313976876205e-06,-13.749999997554065,2.226821015938185e-05, Eight,38923,False,False,True,True,72514.03543671203,2.121210257961494,14013.9912109375,71146.984375,0.0,0.012479208409786224,0.03212824463844299,0.0
primary_grid_overdrive_ant_ant_a1.5_s0.03125,primary_grid_overdrive_ant,additive,ant, ant,2314,ant,1.5,0.03125,1.5,0.03125,2.374802363647177e-07,0.9968236684799194,0.0031726714223623276,-15.250000045472108,0.013514251448214054, Eight,38923,False,False,True,True,72781.04135304938,2.1413845360975703,14235.025390625,71359.96875,1482.8663330078125,0.012317775748670101,0.032732803374528885,0.08853551000356674
primary_grid_overdrive_ant_ant_a1.5_s0.0625,primary_grid_overdrive_ant,additive,ant, ant,2314,ant,1.5,0.0625,1.5,0.0625,0.0001223263971041888,0.9912210702896118,0.008575743064284325,-9.000000008067277,0.046558719128370285, Eight,38923,False,False,True,True,73118.51206768553,2.162862999693263,14458.3740234375,71613.4296875,2964.610595703125,0.012185744941234589,0.032898515462875366,0.08824162930250168
primary_grid_overdrive_ant_ant_a1.5_s0.125,primary_grid_overdrive_ant,additive,ant, ant,2314,ant,1.5,0.125,1.5,0.125,0.00020117213716730475,0.9887145161628723,0.010983627289533615,-8.49999996447571,0.06268797814846039, Eight,38923,False,False,False,True,73902.67675720312,2.208145471571111,14911.9658203125,72139.34375,5929.080078125,0.01199718564748764,0.033297114074230194,0.08826453983783722
primary_grid_overdrive_ant_ant_a1.5_s0.25,primary_grid_overdrive_ant,additive,ant, ant,2314,ant,1.5,0.25,1.5,0.25,0.00025746284518390894,0.9854714870452881,0.014056994579732418,-8.25000005353577,0.08485373109579086, Eight,38923,False,False,False,True,76215.97020284993,2.312255532258631,15845.830078125,73601.6953125,11856.400390625,0.011583247222006321,0.03355374187231064,0.08833388984203339
